"","trial","subject","ttype","run","gallery_left","gallery_right","art_left","art_right","stim_left","stim_right","val_left","val_right","rt","key_press","choice","chosen_val","chosen_gal","chosen_art","chosen_stim","unchosen_val","unchosen_gal","unchosen_art","unchosen_stim","chosen_val_grp","unchosen_val_grp"
"5512",22,"7szgeods","learn_value","1","Benedict","Benedict","Mon","Mon","Monb3n.jpeg","Mondb2.jpeg",20,20,1802,74,"Left",20,"Benedict","Mon","Monb3n.jpeg",20,"Benedict","Mon","Mondb2.jpeg","low","low"
"5513",23,"7szgeods","learn_value","1","Marina","Benedict","Roh","Mon","Rohlb2.jpeg","Monb1n.jpeg",40,20,1112,74,"Left",40,"Marina","Roh","Rohlb2.jpeg",20,"Benedict","Mon","Monb1n.jpeg","high","low"
"5514",24,"7szgeods","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rota3n.jpeg","Rotha3.jpeg",20,20,2675,75,"Right",20,"Cordelia","Rot","Rotha3.jpeg",20,"Cordelia","Rot","Rota3n.jpeg","medium","medium"
"5515",25,"7szgeods","learn_value","1","Marina","Benedict","Roh","Mon","Roha1n.jpeg","Mondb3.jpeg",80,0,1951,74,"Left",80,"Marina","Roh","Roha1n.jpeg",0,"Benedict","Mon","Mondb3.jpeg","high","low"
"5516",26,"7szgeods","learn_value","1","Marina","Cordelia","Roh","Rot","Roha1n.jpeg","Rota3n.jpeg",80,20,717,74,"Left",80,"Marina","Roh","Roha1n.jpeg",20,"Cordelia","Rot","Rota3n.jpeg","high","medium"
"5517",27,"7szgeods","learn_value","1","Cordelia","Marina","Rot","Roh","Rotb2n.jpeg","Rohla2.jpeg",60,40,1707,74,"Left",60,"Cordelia","Rot","Rotb2n.jpeg",40,"Marina","Roh","Rohla2.jpeg","medium","high"
"5518",28,"7szgeods","learn_value","1","Cordelia","Benedict","Rot","Mon","Rotha3.jpeg","Monb2n.jpeg",20,40,1609,74,"Left",20,"Cordelia","Rot","Rotha3.jpeg",40,"Benedict","Mon","Monb2n.jpeg","medium","low"
"5519",29,"7szgeods","learn_value","1","Marina","Marina","Roh","Roh","Rohla1.jpeg","Rohla2.jpeg",80,40,1159,74,"Left",80,"Marina","Roh","Rohla1.jpeg",40,"Marina","Roh","Rohla2.jpeg","high","high"
"5520",30,"7szgeods","learn_value","1","Benedict","Marina","Mon","Roh","Monb3n.jpeg","Rohla1.jpeg",20,80,747,75,"Right",80,"Marina","Roh","Rohla1.jpeg",20,"Benedict","Mon","Monb3n.jpeg","high","low"
"5521",31,"7szgeods","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rotb2n.jpeg","Rotha3.jpeg",60,20,1677,74,"Left",60,"Cordelia","Rot","Rotb2n.jpeg",20,"Cordelia","Rot","Rotha3.jpeg","medium","medium"
"5522",32,"7szgeods","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rota1n.jpeg","Rotb1n.jpeg",40,60,2094,74,"Left",40,"Cordelia","Rot","Rota1n.jpeg",60,"Cordelia","Rot","Rotb1n.jpeg","medium","medium"
"5523",33,"7szgeods","learn_value","1","Cordelia","Marina","Rot","Roh","Rota3n.jpeg","Roha1n.jpeg",20,80,1000,75,"Right",80,"Marina","Roh","Roha1n.jpeg",20,"Cordelia","Rot","Rota3n.jpeg","high","medium"
"5524",34,"7szgeods","learn_value","1","Marina","Benedict","Roh","Mon","Rohla3.jpeg","Mondb2.jpeg",60,20,1441,74,"Left",60,"Marina","Roh","Rohla3.jpeg",20,"Benedict","Mon","Mondb2.jpeg","high","low"
"5525",35,"7szgeods","learn_value","1","Marina","Marina","Roh","Roh","Rohla1.jpeg","Roha1n.jpeg",80,80,932,74,"Left",80,"Marina","Roh","Rohla1.jpeg",80,"Marina","Roh","Roha1n.jpeg","high","high"
"5526",36,"7szgeods","learn_value","1","Benedict","Benedict","Mon","Mon","Monb1n.jpeg","Mona1n.jpeg",20,40,1111,75,"Right",40,"Benedict","Mon","Mona1n.jpeg",20,"Benedict","Mon","Monb1n.jpeg","low","low"
"5527",37,"7szgeods","learn_value","1","Benedict","Marina","Mon","Roh","Mondb3.jpeg","Rohla2.jpeg",0,40,1544,75,"Right",40,"Marina","Roh","Rohla2.jpeg",0,"Benedict","Mon","Mondb3.jpeg","high","low"
"5528",38,"7szgeods","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rota1n.jpeg","Rotha3.jpeg",40,20,1964,75,"Right",20,"Cordelia","Rot","Rotha3.jpeg",40,"Cordelia","Rot","Rota1n.jpeg","medium","medium"
"5529",39,"7szgeods","learn_value","1","Benedict","Cordelia","Mon","Rot","Monb2n.jpeg","Rotb2n.jpeg",40,60,2699,75,"Right",60,"Cordelia","Rot","Rotb2n.jpeg",40,"Benedict","Mon","Monb2n.jpeg","medium","low"
"5530",40,"7szgeods","learn_value","1","Benedict","Benedict","Mon","Mon","Mondb3.jpeg","Mona1n.jpeg",0,40,1194,75,"Right",40,"Benedict","Mon","Mona1n.jpeg",0,"Benedict","Mon","Mondb3.jpeg","low","low"
"5531",41,"7szgeods","learn_value","1","Cordelia","Cordelia","Rot","Rot","Rothb2.jpeg","Rota1n.jpeg",40,40,2078,74,"Left",40,"Cordelia","Rot","Rothb2.jpeg",40,"Cordelia","Rot","Rota1n.jpeg","medium","medium"
"5532",42,"7szgeods","learn_value","1","Benedict","Cordelia","Mon","Rot","Mondb3.jpeg","Rotb1n.jpeg",0,60,1247,75,"Right",60,"Cordelia","Rot","Rotb1n.jpeg",0,"Benedict","Mon","Mondb3.jpeg","medium","low"
"5533",43,"7szgeods","learn_value","1","Benedict","Marina","Mon","Roh","Monb2n.jpeg","Rohla2.jpeg",40,40,3256,75,"Right",40,"Marina","Roh","Rohla2.jpeg",40,"Benedict","Mon","Monb2n.jpeg","high","low"
"5534",44,"7szgeods","learn_value","1","Cordelia","Marina","Rot","Roh","Rotha3.jpeg","Rohla3.jpeg",20,60,1490,75,"Right",60,"Marina","Roh","Rohla3.jpeg",20,"Cordelia","Rot","Rotha3.jpeg","high","medium"
"5535",45,"7szgeods","learn_value","1","Cordelia","Marina","Rot","Roh","Rotha3.jpeg","Rohla3.jpeg",20,60,787,75,"Right",60,"Marina","Roh","Rohla3.jpeg",20,"Cordelia","Rot","Rotha3.jpeg","high","medium"
"5536",46,"7szgeods","learn_value","1","Marina","Benedict","Roh","Mon","Rohla3.jpeg","Monb1n.jpeg",60,20,1350,74,"Left",60,"Marina","Roh","Rohla3.jpeg",20,"Benedict","Mon","Monb1n.jpeg","high","low"
"5537",47,"7szgeods","learn_value","2","Marina","Marina","Roh","Roh","Roha1n.jpeg","Rohlb2.jpeg",80,40,1373,74,"Left",80,"Marina","Roh","Roha1n.jpeg",40,"Marina","Roh","Rohlb2.jpeg","high","high"
"5538",48,"7szgeods","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rotb2n.jpeg","Rotb1n.jpeg",60,60,1803,75,"Right",60,"Cordelia","Rot","Rotb1n.jpeg",60,"Cordelia","Rot","Rotb2n.jpeg","medium","medium"
"5539",49,"7szgeods","learn_value","2","Benedict","Benedict","Mon","Mon","Mondb2.jpeg","Monb2n.jpeg",20,40,1485,75,"Right",40,"Benedict","Mon","Monb2n.jpeg",20,"Benedict","Mon","Mondb2.jpeg","low","low"
"5540",50,"7szgeods","learn_value","2","Benedict","Marina","Mon","Roh","Mona1n.jpeg","Rohlb2.jpeg",40,40,1317,75,"Right",40,"Marina","Roh","Rohlb2.jpeg",40,"Benedict","Mon","Mona1n.jpeg","high","low"
"5541",51,"7szgeods","learn_value","2","Cordelia","Benedict","Rot","Mon","Rota1n.jpeg","Monb3n.jpeg",40,20,1214,75,"Right",20,"Benedict","Mon","Monb3n.jpeg",40,"Cordelia","Rot","Rota1n.jpeg","low","medium"
"5542",52,"7szgeods","learn_value","2","Marina","Cordelia","Roh","Rot","Roha1n.jpeg","Rota1n.jpeg",80,40,841,74,"Left",80,"Marina","Roh","Roha1n.jpeg",40,"Cordelia","Rot","Rota1n.jpeg","high","medium"
"5543",53,"7szgeods","learn_value","2","Marina","Marina","Roh","Roh","Rohla3.jpeg","Roha1n.jpeg",60,80,630,75,"Right",80,"Marina","Roh","Roha1n.jpeg",60,"Marina","Roh","Rohla3.jpeg","high","high"
"5544",54,"7szgeods","learn_value","2","Cordelia","Benedict","Rot","Mon","Rotha3.jpeg","Monb3n.jpeg",20,20,2637,74,"Left",20,"Cordelia","Rot","Rotha3.jpeg",20,"Benedict","Mon","Monb3n.jpeg","medium","low"
"5545",55,"7szgeods","learn_value","2","Cordelia","Marina","Rot","Roh","Rotb1n.jpeg","Rohlb2.jpeg",60,40,2948,75,"Right",40,"Marina","Roh","Rohlb2.jpeg",60,"Cordelia","Rot","Rotb1n.jpeg","high","medium"
"5546",56,"7szgeods","learn_value","2","Benedict","Benedict","Mon","Mon","Mondb2.jpeg","Mona1n.jpeg",20,40,2002,74,"Left",20,"Benedict","Mon","Mondb2.jpeg",40,"Benedict","Mon","Mona1n.jpeg","low","low"
"5547",57,"7szgeods","learn_value","2","Cordelia","Marina","Rot","Roh","Rothb2.jpeg","Rohla3.jpeg",40,60,1810,74,"Left",40,"Cordelia","Rot","Rothb2.jpeg",60,"Marina","Roh","Rohla3.jpeg","medium","high"
"5548",58,"7szgeods","learn_value","2","Benedict","Cordelia","Mon","Rot","Mondb3.jpeg","Rothb2.jpeg",0,40,2120,75,"Right",40,"Cordelia","Rot","Rothb2.jpeg",0,"Benedict","Mon","Mondb3.jpeg","medium","low"
"5549",59,"7szgeods","learn_value","2","Benedict","Cordelia","Mon","Rot","Monb1n.jpeg","Rothb2.jpeg",20,40,1128,75,"Right",40,"Cordelia","Rot","Rothb2.jpeg",20,"Benedict","Mon","Monb1n.jpeg","medium","low"
"5550",60,"7szgeods","learn_value","2","Marina","Benedict","Roh","Mon","Rohla1.jpeg","Monb2n.jpeg",80,40,1042,74,"Left",80,"Marina","Roh","Rohla1.jpeg",40,"Benedict","Mon","Monb2n.jpeg","high","low"
"5551",61,"7szgeods","learn_value","2","Benedict","Marina","Mon","Roh","Mondb2.jpeg","Rohb3n.jpeg",20,80,2186,75,"Right",80,"Marina","Roh","Rohb3n.jpeg",20,"Benedict","Mon","Mondb2.jpeg","high","low"
"5552",62,"7szgeods","learn_value","2","Benedict","Benedict","Mon","Mon","Mondb3.jpeg","Mondb2.jpeg",0,20,2786,75,"Right",20,"Benedict","Mon","Mondb2.jpeg",0,"Benedict","Mon","Mondb3.jpeg","low","low"
"5553",63,"7szgeods","learn_value","2","Benedict","Benedict","Mon","Mon","Monb1n.jpeg","Mondb2.jpeg",20,20,1112,75,"Right",20,"Benedict","Mon","Mondb2.jpeg",20,"Benedict","Mon","Monb1n.jpeg","low","low"
"5554",64,"7szgeods","learn_value","2","Marina","Marina","Roh","Roh","Rohla3.jpeg","Rohlb2.jpeg",60,40,891,74,"Left",60,"Marina","Roh","Rohla3.jpeg",40,"Marina","Roh","Rohlb2.jpeg","high","high"
"5555",65,"7szgeods","learn_value","2","Marina","Benedict","Roh","Mon","Roha1n.jpeg","Mondb2.jpeg",80,20,844,74,"Left",80,"Marina","Roh","Roha1n.jpeg",20,"Benedict","Mon","Mondb2.jpeg","high","low"
"5556",66,"7szgeods","learn_value","2","Benedict","Benedict","Mon","Mon","Monb2n.jpeg","Mona1n.jpeg",40,40,1971,74,"Left",40,"Benedict","Mon","Monb2n.jpeg",40,"Benedict","Mon","Mona1n.jpeg","low","low"
"5557",67,"7szgeods","learn_value","2","Marina","Benedict","Roh","Mon","Rohla1.jpeg","Mondb2.jpeg",80,20,1093,74,"Left",80,"Marina","Roh","Rohla1.jpeg",20,"Benedict","Mon","Mondb2.jpeg","high","low"
"5558",68,"7szgeods","learn_value","2","Marina","Marina","Roh","Roh","Rohlb2.jpeg","Rohla2.jpeg",40,40,1797,74,"Left",40,"Marina","Roh","Rohlb2.jpeg",40,"Marina","Roh","Rohla2.jpeg","high","high"
"5559",69,"7szgeods","learn_value","2","Marina","Cordelia","Roh","Rot","Rohla1.jpeg","Rotb2n.jpeg",80,60,926,74,"Left",80,"Marina","Roh","Rohla1.jpeg",60,"Cordelia","Rot","Rotb2n.jpeg","high","medium"
"5560",70,"7szgeods","learn_value","2","Cordelia","Benedict","Rot","Mon","Rota3n.jpeg","Mondb2.jpeg",20,20,1169,74,"Left",20,"Cordelia","Rot","Rota3n.jpeg",20,"Benedict","Mon","Mondb2.jpeg","medium","low"
"5561",71,"7szgeods","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rota3n.jpeg","Rotb2n.jpeg",20,60,1087,75,"Right",60,"Cordelia","Rot","Rotb2n.jpeg",20,"Cordelia","Rot","Rota3n.jpeg","medium","medium"
"5562",72,"7szgeods","learn_value","2","Cordelia","Benedict","Rot","Mon","Rotha3.jpeg","Monb3n.jpeg",20,20,2196,74,"Left",20,"Cordelia","Rot","Rotha3.jpeg",20,"Benedict","Mon","Monb3n.jpeg","medium","low"
"5563",73,"7szgeods","learn_value","2","Marina","Marina","Roh","Roh","Rohla1.jpeg","Rohlb2.jpeg",80,40,1029,75,"Right",40,"Marina","Roh","Rohlb2.jpeg",80,"Marina","Roh","Rohla1.jpeg","high","high"
"5564",74,"7szgeods","learn_value","2","Benedict","Benedict","Mon","Mon","Monb2n.jpeg","Monb1n.jpeg",40,20,1378,74,"Left",40,"Benedict","Mon","Monb2n.jpeg",20,"Benedict","Mon","Monb1n.jpeg","low","low"
"5565",75,"7szgeods","learn_value","2","Marina","Cordelia","Roh","Rot","Rohla1.jpeg","Rotha3.jpeg",80,20,886,74,"Left",80,"Marina","Roh","Rohla1.jpeg",20,"Cordelia","Rot","Rotha3.jpeg","high","medium"
"5566",76,"7szgeods","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rota1n.jpeg","Rota3n.jpeg",40,20,2079,75,"Right",20,"Cordelia","Rot","Rota3n.jpeg",40,"Cordelia","Rot","Rota1n.jpeg","medium","medium"
"5567",77,"7szgeods","learn_value","2","Marina","Benedict","Roh","Mon","Rohla1.jpeg","Monb1n.jpeg",80,20,807,74,"Left",80,"Marina","Roh","Rohla1.jpeg",20,"Benedict","Mon","Monb1n.jpeg","high","low"
"5568",78,"7szgeods","learn_value","2","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Rohla1.jpeg",80,80,1202,74,"Left",80,"Marina","Roh","Rohb3n.jpeg",80,"Marina","Roh","Rohla1.jpeg","high","high"
"5569",79,"7szgeods","learn_value","2","Benedict","Benedict","Mon","Mon","Mondb3.jpeg","Monb2n.jpeg",0,40,2282,74,"Left",0,"Benedict","Mon","Mondb3.jpeg",40,"Benedict","Mon","Monb2n.jpeg","low","low"
"5570",80,"7szgeods","learn_value","2","Marina","Marina","Roh","Roh","Rohla3.jpeg","Rohla2.jpeg",60,40,1218,74,"Left",60,"Marina","Roh","Rohla3.jpeg",40,"Marina","Roh","Rohla2.jpeg","high","high"
"5571",81,"7szgeods","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rota3n.jpeg","Rothb2.jpeg",20,40,1152,75,"Right",40,"Cordelia","Rot","Rothb2.jpeg",20,"Cordelia","Rot","Rota3n.jpeg","medium","medium"
"5572",82,"7szgeods","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rota1n.jpeg","Rotb2n.jpeg",40,60,1233,75,"Right",60,"Cordelia","Rot","Rotb2n.jpeg",40,"Cordelia","Rot","Rota1n.jpeg","medium","medium"
"5573",83,"7szgeods","learn_value","2","Cordelia","Cordelia","Rot","Rot","Rothb2.jpeg","Rotb1n.jpeg",40,60,2202,74,"Left",40,"Cordelia","Rot","Rothb2.jpeg",60,"Cordelia","Rot","Rotb1n.jpeg","medium","medium"
"5574",84,"7szgeods","learn_value","2","Marina","Cordelia","Roh","Rot","Rohla1.jpeg","Rotb1n.jpeg",80,60,1219,74,"Left",80,"Marina","Roh","Rohla1.jpeg",60,"Cordelia","Rot","Rotb1n.jpeg","high","medium"
"5575",85,"7szgeods","learn_value","2","Benedict","Marina","Mon","Roh","Mona1n.jpeg","Rohla3.jpeg",40,60,1818,75,"Right",60,"Marina","Roh","Rohla3.jpeg",40,"Benedict","Mon","Mona1n.jpeg","high","low"
"5576",86,"7szgeods","learn_value","2","Marina","Cordelia","Roh","Rot","Rohb3n.jpeg","Rotb1n.jpeg",80,60,1579,74,"Left",80,"Marina","Roh","Rohb3n.jpeg",60,"Cordelia","Rot","Rotb1n.jpeg","high","medium"
"5577",87,"7szgeods","learn_value","2","Benedict","Cordelia","Mon","Rot","Mona1n.jpeg","Rotb1n.jpeg",40,60,707,74,"Left",40,"Benedict","Mon","Mona1n.jpeg",60,"Cordelia","Rot","Rotb1n.jpeg","low","medium"
"5578",88,"7szgeods","learn_value","2","Marina","Marina","Roh","Roh","Roha1n.jpeg","Rohla2.jpeg",80,40,1898,74,"Left",80,"Marina","Roh","Roha1n.jpeg",40,"Marina","Roh","Rohla2.jpeg","high","high"
"5579",89,"7szgeods","learn_value","2","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Rohla2.jpeg",80,40,1640,74,"Left",80,"Marina","Roh","Rohb3n.jpeg",40,"Marina","Roh","Rohla2.jpeg","high","high"
"5580",90,"7szgeods","learn_value","2","Marina","Marina","Roh","Roh","Rohb3n.jpeg","Roha1n.jpeg",80,80,953,74,"Left",80,"Marina","Roh","Rohb3n.jpeg",80,"Marina","Roh","Roha1n.jpeg","high","high"
"5581",1,"s23aaonc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka3n.jpeg","Deka2n.jpeg",20,40,2074.87500000023,74,"Left",20,"Cordelia","Dek","Deka3n.jpeg",40,"Cordelia","Dek","Deka2n.jpeg","medium","medium"
"5582",2,"s23aaonc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekob3.jpeg","Dekoa2.jpeg",20,40,1261.51500000013,74,"Left",20,"Cordelia","Dek","Dekob3.jpeg",40,"Cordelia","Dek","Dekoa2.jpeg","medium","medium"
"5583",3,"s23aaonc","learn_value","1","Marina","Cordelia","Rot","Dek","Rothb2.jpeg","Deka2n.jpeg",20,40,1136.30500000005,75,"Right",40,"Cordelia","Dek","Deka2n.jpeg",20,"Marina","Rot","Rothb2.jpeg","medium","low"
"5584",4,"s23aaonc","learn_value","1","Benedict","Benedict","Mon","Mon","Monb3n.jpeg","Monb1n.jpeg",60,60,1476.54500000144,75,"Right",60,"Benedict","Mon","Monb1n.jpeg",60,"Benedict","Mon","Monb3n.jpeg","high","high"
"5585",5,"s23aaonc","learn_value","1","Marina","Cordelia","Rot","Dek","Rota1n.jpeg","Dekob3.jpeg",20,20,1602.93499999901,75,"Right",20,"Cordelia","Dek","Dekob3.jpeg",20,"Marina","Rot","Rota1n.jpeg","medium","low"
"5586",6,"s23aaonc","learn_value","1","Marina","Marina","Rot","Rot","Rota1n.jpeg","Rotha3.jpeg",20,0,1218.18499999971,74,"Left",20,"Marina","Rot","Rota1n.jpeg",0,"Marina","Rot","Rotha3.jpeg","low","low"
"5587",7,"s23aaonc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka2n.jpeg","Deka1n.jpeg",40,20,1325.26499999943,75,"Right",20,"Cordelia","Dek","Deka1n.jpeg",40,"Cordelia","Dek","Deka2n.jpeg","medium","medium"
"5588",8,"s23aaonc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka1n.jpeg","Dekoa1.jpeg",20,60,1496.45000000054,75,"Right",60,"Cordelia","Dek","Dekoa1.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","medium","medium"
"5589",9,"s23aaonc","learn_value","1","Marina","Benedict","Rot","Mon","Rotb1n.jpeg","Mona1n.jpeg",40,80,1827.3200000003,74,"Left",40,"Marina","Rot","Rotb1n.jpeg",80,"Benedict","Mon","Mona1n.jpeg","low","high"
"5590",10,"s23aaonc","learn_value","1","Cordelia","Marina","Dek","Rot","Deka3n.jpeg","Rothb2.jpeg",20,20,1932.98999999941,74,"Left",20,"Cordelia","Dek","Deka3n.jpeg",20,"Marina","Rot","Rothb2.jpeg","medium","low"
"5591",11,"s23aaonc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekob3.jpeg","Deka3n.jpeg",20,20,1153.65000000026,74,"Left",20,"Cordelia","Dek","Dekob3.jpeg",20,"Cordelia","Dek","Deka3n.jpeg","medium","medium"
"5592",12,"s23aaonc","learn_value","1","Cordelia","Benedict","Dek","Mon","Dekoa1.jpeg","Monb3n.jpeg",60,60,1454.37000000128,74,"Left",60,"Cordelia","Dek","Dekoa1.jpeg",60,"Benedict","Mon","Monb3n.jpeg","medium","high"
"5593",13,"s23aaonc","learn_value","1","Marina","Marina","Rot","Rot","Rothb2.jpeg","Rota1n.jpeg",20,20,1540.01500000048,74,"Left",20,"Marina","Rot","Rothb2.jpeg",20,"Marina","Rot","Rota1n.jpeg","low","low"
"5594",14,"s23aaonc","learn_value","1","Benedict","Benedict","Mon","Mon","Mondb3.jpeg","Mondb2.jpeg",40,60,1299.90999999968,74,"Left",40,"Benedict","Mon","Mondb3.jpeg",60,"Benedict","Mon","Mondb2.jpeg","high","high"
"5595",15,"s23aaonc","learn_value","1","Marina","Cordelia","Rot","Dek","Rotb2n.jpeg","Dekob3.jpeg",40,20,1219.61999999976,75,"Right",20,"Cordelia","Dek","Dekob3.jpeg",40,"Marina","Rot","Rotb2n.jpeg","medium","low"
"5596",16,"s23aaonc","learn_value","1","Benedict","Marina","Mon","Rot","Mona1n.jpeg","Rotb2n.jpeg",80,40,1118.34499999892,74,"Left",80,"Benedict","Mon","Mona1n.jpeg",40,"Marina","Rot","Rotb2n.jpeg","high","low"
"5597",17,"s23aaonc","learn_value","1","Benedict","Marina","Mon","Rot","Monb1n.jpeg","Rotb2n.jpeg",60,40,975.379999999888,74,"Left",60,"Benedict","Mon","Monb1n.jpeg",40,"Marina","Rot","Rotb2n.jpeg","high","low"
"5598",18,"s23aaonc","learn_value","1","Benedict","Benedict","Mon","Mon","Monb2n.jpeg","Mondb2.jpeg",80,60,1433.48000000149,74,"Left",80,"Benedict","Mon","Monb2n.jpeg",60,"Benedict","Mon","Mondb2.jpeg","high","high"
"5599",19,"s23aaonc","learn_value","1","Marina","Cordelia","Rot","Dek","Rotb2n.jpeg","Dekoa1.jpeg",40,60,1092.82499999972,75,"Right",60,"Cordelia","Dek","Dekoa1.jpeg",40,"Marina","Rot","Rotb2n.jpeg","medium","low"
"5600",20,"s23aaonc","learn_value","1","Benedict","Benedict","Mon","Mon","Monb2n.jpeg","Monb3n.jpeg",80,60,1356.89499999897,75,"Right",60,"Benedict","Mon","Monb3n.jpeg",80,"Benedict","Mon","Monb2n.jpeg","high","high"
"5601",21,"s23aaonc","learn_value","1","Marina","Benedict","Rot","Mon","Rothb2.jpeg","Monb2n.jpeg",20,80,1220.68500000029,74,"Left",20,"Marina","Rot","Rothb2.jpeg",80,"Benedict","Mon","Monb2n.jpeg","low","high"
"5602",22,"s23aaonc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka3n.jpeg","Dekoa1.jpeg",20,60,1471.0699999996,75,"Right",60,"Cordelia","Dek","Dekoa1.jpeg",20,"Cordelia","Dek","Deka3n.jpeg","medium","medium"
"5603",23,"s23aaonc","learn_value","1","Marina","Marina","Rot","Rot","Rota3n.jpeg","Rotha3.jpeg",0,0,1880.47000000009,75,"Right",0,"Marina","Rot","Rotha3.jpeg",0,"Marina","Rot","Rota3n.jpeg","low","low"
"5604",24,"s23aaonc","learn_value","1","Benedict","Cordelia","Mon","Dek","Mondb3.jpeg","Deka1n.jpeg",40,20,1290.22000000079,75,"Right",20,"Cordelia","Dek","Deka1n.jpeg",40,"Benedict","Mon","Mondb3.jpeg","medium","high"
"5605",25,"s23aaonc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka1n.jpeg","Dekoa2.jpeg",20,40,974.054999998771,75,"Right",40,"Cordelia","Dek","Dekoa2.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","medium","medium"
"5606",26,"s23aaonc","learn_value","1","Marina","Benedict","Rot","Mon","Rotha3.jpeg","Monb1n.jpeg",0,60,1069.80000000109,75,"Right",60,"Benedict","Mon","Monb1n.jpeg",0,"Marina","Rot","Rotha3.jpeg","high","low"
"5607",27,"s23aaonc","learn_value","1","Marina","Benedict","Rot","Mon","Rotb2n.jpeg","Mona1n.jpeg",40,80,1107.45500000124,75,"Right",80,"Benedict","Mon","Mona1n.jpeg",40,"Marina","Rot","Rotb2n.jpeg","high","low"
"5608",28,"s23aaonc","learn_value","1","Benedict","Benedict","Mon","Mon","Monb2n.jpeg","Mondb3.jpeg",80,40,1374.42000000016,75,"Right",40,"Benedict","Mon","Mondb3.jpeg",80,"Benedict","Mon","Monb2n.jpeg","high","high"
"5609",29,"s23aaonc","learn_value","1","Benedict","Cordelia","Mon","Dek","Mondb2.jpeg","Dekob3.jpeg",60,20,1469.52999999851,74,"Left",60,"Benedict","Mon","Mondb2.jpeg",20,"Cordelia","Dek","Dekob3.jpeg","high","medium"
"5610",30,"s23aaonc","learn_value","1","Cordelia","Marina","Dek","Rot","Deka1n.jpeg","Rotb2n.jpeg",20,40,1109.45499999984,75,"Right",40,"Marina","Rot","Rotb2n.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","low","medium"
"5611",31,"s23aaonc","learn_value","1","Marina","Marina","Rot","Rot","Rotb1n.jpeg","Rota3n.jpeg",40,0,1240.26500000036,74,"Left",40,"Marina","Rot","Rotb1n.jpeg",0,"Marina","Rot","Rota3n.jpeg","low","low"
"5612",32,"s23aaonc","learn_value","1","Cordelia","Marina","Dek","Rot","Dekoa1.jpeg","Rothb2.jpeg",60,20,1053.98500000045,75,"Right",20,"Marina","Rot","Rothb2.jpeg",60,"Cordelia","Dek","Dekoa1.jpeg","low","medium"
"5613",33,"s23aaonc","learn_value","1","Benedict","Cordelia","Mon","Dek","Mondb2.jpeg","Dekoa2.jpeg",60,40,1668.85499999998,75,"Right",40,"Cordelia","Dek","Dekoa2.jpeg",60,"Benedict","Mon","Mondb2.jpeg","medium","high"
"5614",34,"s23aaonc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Deka1n.jpeg","Deka3n.jpeg",20,20,975.389999999665,75,"Right",20,"Cordelia","Dek","Deka3n.jpeg",20,"Cordelia","Dek","Deka1n.jpeg","medium","medium"
"5615",35,"s23aaonc","learn_value","1","Cordelia","Cordelia","Dek","Dek","Dekoa1.jpeg","Dekob3.jpeg",60,20,519.140000000247,74,"Left",60,"Cordelia","Dek","Dekoa1.jpeg",20,"Cordelia","Dek","Dekob3.jpeg","medium","medium"
"5616",36,"s23aaonc","learn_value","1","Benedict","Cordelia","Mon","Dek","Mona1n.jpeg","Deka3n.jpeg",80,20,898.234999998705,74,"Left",80,"Benedict","Mon","Mona1n.jpeg",20,"Cordelia","Dek","Deka3n.jpeg","high","medium"
"5617",37,"s23aaonc","learn_value","1","Benedict","Benedict","Mon","Mon","Mona1n.jpeg","Monb3n.jpeg",80,60,633.264999998617,74,"Left",80,"Benedict","Mon","Mona1n.jpeg",60,"Benedict","Mon","Monb3n.jpeg","high","high"
"5618",38,"s23aaonc","learn_value","1","Marina","Marina","Rot","Rot","Rota1n.jpeg","Rota3n.jpeg",20,0,1522.32499999984,74,"Left",20,"Marina","Rot","Rota1n.jpeg",0,"Marina","Rot","Rota3n.jpeg","low","low"
"5619",39,"s23aaonc","learn_value","1","Benedict","Benedict","Mon","Mon","Monb1n.jpeg","Monb2n.jpeg",60,80,1749.72999999952,75,"Right",80,"Benedict","Mon","Monb2n.jpeg",60,"Benedict","Mon","Monb1n.jpeg","high","high"
